date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:22:09	25559/25559	---M--	200	added ('OK')	image/jpeg	etag:%221859dabbfbebc7f8ca7c3f777d46fc4e-ssl%22	https://davis-html.netlify.app/assets/img/portfolio/portfolio2.jpg	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/img/portfolio/portfolio2.jpg	(from https://davis-html.netlify.app/index2)
00:22:10	65975/65975	---M--	200	added ('OK')	image/jpeg	etag:%22294d143d61ad9b5c8842b5d60a3a648c-ssl%22	https://davis-html.netlify.app/assets/img/portfolio/portfolio3_lg.jpg	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/img/portfolio/portfolio3_lg.jpg	(from https://davis-html.netlify.app/index2)
00:22:10	28580/28580	---M--	200	added ('OK')	image/jpeg	etag:%22f212c96a16d8c8202b0ba93293b1cd8a-ssl%22	https://davis-html.netlify.app/assets/img/portfolio/portfolio3.jpg	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/img/portfolio/portfolio3.jpg	(from https://davis-html.netlify.app/index2)
00:22:11	78282/78282	---M--	200	added ('OK')	image/jpeg	etag:%22a88a4f3d5003b4d8d8ca92e8c23b9a91-ssl%22	https://davis-html.netlify.app/assets/img/portfolio/portfolio4_lg.jpg	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/img/portfolio/portfolio4_lg.jpg	(from https://davis-html.netlify.app/index2)
00:22:11	16940/16940	---M--	200	added ('OK')	image/jpeg	etag:%22d071bfec1d48563b2336c29e9d34293e-ssl%22	https://davis-html.netlify.app/assets/img/portfolio/portfolio4.jpg	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/img/portfolio/portfolio4.jpg	(from https://davis-html.netlify.app/index2)
00:22:12	72436/72436	---M--	200	added ('OK')	image/jpeg	etag:%22f073e7ff10e3a071b08a3d1d91e5e821-ssl%22	https://davis-html.netlify.app/assets/img/portfolio/portfolio5_lg.jpg	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/img/portfolio/portfolio5_lg.jpg	(from https://davis-html.netlify.app/index2)
00:22:13	18582/18582	---M--	200	added ('OK')	image/jpeg	etag:%22f6d2c0878e04f388145883c32c35525e-ssl%22	https://davis-html.netlify.app/assets/img/portfolio/portfolio5.jpg	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/img/portfolio/portfolio5.jpg	(from https://davis-html.netlify.app/index2)
00:22:13	129136/129136	---M--	200	added ('OK')	image/jpeg	etag:%2276703836df8880cef1d43d566d8397db-ssl%22	https://davis-html.netlify.app/assets/img/portfolio/portfolio6_lg.jpg	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/img/portfolio/portfolio6_lg.jpg	(from https://davis-html.netlify.app/index2)
00:22:14	26179/26179	---M--	200	added ('OK')	image/jpeg	etag:%22a26b3bbda2ce313eb2c6a040c7dbacec-ssl%22	https://davis-html.netlify.app/assets/img/portfolio/portfolio6.jpg	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/img/portfolio/portfolio6.jpg	(from https://davis-html.netlify.app/index2)
00:22:14	1273/1273	---M--	200	added ('OK')	image/png	etag:%2243f797ecb17694752abfdb9d68462bf4-ssl%22	https://davis-html.netlify.app/assets/img/icon/quote.png	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/img/icon/quote.png	(from https://davis-html.netlify.app/index2)
00:22:15	12835/12835	---M--	200	added ('OK')	image/png	etag:%223ff8cb73e83cc9b2d9344fc6293b0bec-ssl%22	https://davis-html.netlify.app/assets/img/client/client1.png	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/img/client/client1.png	(from https://davis-html.netlify.app/index2)
00:22:15	11231/11231	---M--	200	added ('OK')	image/png	etag:%22283af054cb563517b4db0229c0e409b5-ssl%22	https://davis-html.netlify.app/assets/img/client/client2.png	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/img/client/client2.png	(from https://davis-html.netlify.app/index2)
00:22:17	10504/10504	---M--	200	added ('OK')	image/png	etag:%22fd332ba7a843ce5f9e077e386bb3c0ce-ssl%22	https://davis-html.netlify.app/assets/img/client/client3.png	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/img/client/client3.png	(from https://davis-html.netlify.app/index2)
00:22:18	14995/14995	---MCZ	200	added ('OK')	text/html	etag:%22194ba0cbd1f2cd0acede31cc42ad32c1-ssl-df%22	https://davis-html.netlify.app/blog-details	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/blog-details.html	(from https://davis-html.netlify.app/index2)
00:22:18	22903/22903	---M--	200	added ('OK')	image/jpeg	etag:%22749bcc86b5b37a908a1fc81e6347f288-ssl%22	https://davis-html.netlify.app/assets/img/blog/blog1.jpg	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/img/blog/blog1.jpg	(from https://davis-html.netlify.app/index2)
00:22:19	26691/26691	---M--	200	added ('OK')	image/jpeg	etag:%22379605caefb584b2d19d9712df60acde-ssl%22	https://davis-html.netlify.app/assets/img/blog/blog2.jpg	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/img/blog/blog2.jpg	(from https://davis-html.netlify.app/index2)
00:22:20	29740/29740	---M--	200	added ('OK')	image/jpeg	etag:%22fa38deb9356c4f9f0c70ae0858bf4b8b-ssl%22	https://davis-html.netlify.app/assets/img/blog/blog3.jpg	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/img/blog/blog3.jpg	(from https://davis-html.netlify.app/index2)
00:22:21	97162/97162	---MCZ	200	added ('OK')	application/javascript	etag:%2296f458e9264a800c596c8ef51b6111a3-ssl-df%22	https://davis-html.netlify.app/assets/js/jquery-1.12.4.min.js	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/js/jquery-1.12.4.min.js	(from https://davis-html.netlify.app/index2)
00:22:21	42663/42663	---MCZ	200	added ('OK')	application/javascript	etag:%22c6bf5d26a5d5426812fee327ce6a369e-ssl-df%22	https://davis-html.netlify.app/assets/js/jquery.slick.min.js	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/js/jquery.slick.min.js	(from https://davis-html.netlify.app/index2)
00:22:23	52580/52580	---MCZ	200	added ('OK')	application/javascript	etag:%225d3de548aa0b0b47f2cb29772daecd45-ssl-df%22	https://davis-html.netlify.app/assets/js/lightgallery.min.js	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/js/lightgallery.min.js	(from https://davis-html.netlify.app/index2)
00:22:24	8428/8428	---MCZ	200	added ('OK')	application/javascript	etag:%22b4a9b318faa12204a3604dc248bbfabe-ssl-df%22	https://davis-html.netlify.app/assets/js/wow.min.js	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/js/wow.min.js	(from https://davis-html.netlify.app/index2)
00:22:24	23364/23364	---M-Z	200	added ('OK')	application/javascript	etag:%22ff415c644c238128f733738354ce6fbb-ssl-df%22	https://davis-html.netlify.app/assets/js/particles.min.js	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/js/particles.min.js	(from https://davis-html.netlify.app/index2)
00:22:25	15558/15558	---MCZ	200	added ('OK')	application/javascript	etag:%224217cfb61e0832b20ba157429f7004e2-ssl-df%22	https://davis-html.netlify.app/assets/js/main.js	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/js/main.js	(from https://davis-html.netlify.app/index2)
00:22:26	134878/134878	---MCZ	200	added ('OK')	application/octet-stream	etag:%22c2e0d8ea137c90ad9aba7b006e1dddd9-ssl-df%22	https://davis-html.netlify.app/assets/fonts/fa-brands-400.eot	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/fonts/fa-brands-400.eot	(from https://davis-html.netlify.app/assets/css/fontawesome.css)
00:22:26	134878/134878	---M-Z	200	added ('OK')	application/octet-stream	etag:%22c2e0d8ea137c90ad9aba7b006e1dddd9-ssl-df%22	https://davis-html.netlify.app/assets/fonts/fa-brands-400.eot?	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/fonts/fa-brands-400d41d.eot	(from https://davis-html.netlify.app/assets/css/fontawesome.css)
00:22:29	77444/77444	---M--	200	added ('OK')	font/woff2	etag:%22cb089c8f4134ad31b20c0638f094b342-ssl%22	https://davis-html.netlify.app/assets/fonts/fa-brands-400.woff2	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/fonts/fa-brands-400.woff2	(from https://davis-html.netlify.app/assets/css/fontawesome.css)
00:22:29	90872/90872	---MCZ	200	added ('OK')	application/font-woff	etag:%22b7b29ff868f1c477301cc302fcefbdac-ssl-df%22	https://davis-html.netlify.app/assets/fonts/fa-brands-400.woff	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/fonts/fa-brands-400.woff	(from https://davis-html.netlify.app/assets/css/fontawesome.css)
00:22:30	134572/134572	---M--	200	added ('OK')	font/ttf	etag:%229f547d063c822f477353f0d8f565600e-ssl%22	https://davis-html.netlify.app/assets/fonts/fa-brands-400.ttf	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/fonts/fa-brands-400.ttf	(from https://davis-html.netlify.app/assets/css/fontawesome.css)
00:22:31	34390/34390	---MCZ	200	added ('OK')	application/octet-stream	etag:%22569fb27d76edcfc00645a4b1898111cb-ssl-df%22	https://davis-html.netlify.app/assets/fonts/fa-regular-400.eot	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/fonts/fa-regular-400.eot	(from https://davis-html.netlify.app/assets/css/fontawesome.css)
00:22:32	729325/729325	---MCZ	200	added ('OK')	image/svg+xml	etag:%225ff46d8c672d2c61da7eeebe9e6f7a5f-ssl-df%22	https://davis-html.netlify.app/assets/fonts/fa-brands-400.svg	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/fonts/fa-brands-400.svg	(from https://davis-html.netlify.app/assets/css/fontawesome.css)
00:22:32	34390/34390	---MCZ	200	added ('OK')	application/octet-stream	etag:%22569fb27d76edcfc00645a4b1898111cb-ssl-df%22	https://davis-html.netlify.app/assets/fonts/fa-regular-400.eot?	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/fonts/fa-regular-400d41d.eot	(from https://davis-html.netlify.app/assets/css/fontawesome.css)
00:22:33	13596/13596	---M--	200	added ('OK')	font/woff2	etag:%2262279c1a17131d7b3f96d1ed2a8ea983-ssl%22	https://davis-html.netlify.app/assets/fonts/fa-regular-400.woff2	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/fonts/fa-regular-400.woff2	(from https://davis-html.netlify.app/assets/css/fontawesome.css)
00:22:33	16800/16800	---MCZ	200	added ('OK')	application/font-woff	etag:%22826e6b54a86e6ba1b10c1969592582dd-ssl-df%22	https://davis-html.netlify.app/assets/fonts/fa-regular-400.woff	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/fonts/fa-regular-400.woff	(from https://davis-html.netlify.app/assets/css/fontawesome.css)
00:22:34	34092/34092	---M--	200	added ('OK')	font/ttf	etag:%2208b09ac76baa96bfbb17cc4ee9237e61-ssl%22	https://davis-html.netlify.app/assets/fonts/fa-regular-400.ttf	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/fonts/fa-regular-400.ttf	(from https://davis-html.netlify.app/assets/css/fontawesome.css)
00:22:35	144322/144322	---MCZ	200	added ('OK')	image/svg+xml	etag:%228547cfbcb965ee5518b9bb068c751535-ssl-df%22	https://davis-html.netlify.app/assets/fonts/fa-regular-400.svg	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/fonts/fa-regular-400.svg	(from https://davis-html.netlify.app/assets/css/fontawesome.css)
00:22:36	204866/204866	---MCZ	200	added ('OK')	application/octet-stream	etag:%22de3b43668c007c620f14f589c71a1fb7-ssl-df%22	https://davis-html.netlify.app/assets/fonts/fa-solid-900.eot	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/fonts/fa-solid-900.eot	(from https://davis-html.netlify.app/assets/css/fontawesome.css)
00:22:37	204866/204866	---M-Z	200	added ('OK')	application/octet-stream	etag:%22de3b43668c007c620f14f589c71a1fb7-ssl-df%22	https://davis-html.netlify.app/assets/fonts/fa-solid-900.eot?	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/fonts/fa-solid-900d41d.eot	(from https://davis-html.netlify.app/assets/css/fontawesome.css)
00:22:37	80328/80328	---M--	200	added ('OK')	font/woff2	etag:%2294091503d7e2b0439ae4fffe1420190e-ssl%22	https://davis-html.netlify.app/assets/fonts/fa-solid-900.woff2	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/fonts/fa-solid-900.woff2	(from https://davis-html.netlify.app/assets/css/fontawesome.css)
00:22:38	104252/104252	---MCZ	200	added ('OK')	application/font-woff	etag:%22d40fbdc4369bd344312aa0d4d710bc72-ssl-df%22	https://davis-html.netlify.app/assets/fonts/fa-solid-900.woff	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/fonts/fa-solid-900.woff	(from https://davis-html.netlify.app/assets/css/fontawesome.css)
00:22:40	204580/204580	---M--	200	added ('OK')	font/ttf	etag:%229b1766381f5e1fb4064b9af27b202f30-ssl%22	https://davis-html.netlify.app/assets/fonts/fa-solid-900.ttf	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/fonts/fa-solid-900.ttf	(from https://davis-html.netlify.app/assets/css/fontawesome.css)
00:22:40	4024/4024	---MCZ	200	added ('OK')	application/octet-stream	etag:%22efabfb9e56afa88f0ed977fc2fe29176-ssl-df%22	https://davis-html.netlify.app/assets/fonts/lg.eot?n1z373	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/fonts/lgd641.eot	(from https://davis-html.netlify.app/assets/css/lightgallery.min.css)
00:22:41	4024/4024	---M-Z	200	added ('OK')	application/octet-stream	etag:%22efabfb9e56afa88f0ed977fc2fe29176-ssl-df%22	https://davis-html.netlify.app/assets/fonts/lg.eot?	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/fonts/lgd41d.eot	(from https://davis-html.netlify.app/assets/css/lightgallery.min.css)
00:22:41	910710/910710	---MCZ	200	added ('OK')	image/svg+xml	etag:%223746c5fffcadad3ca852c24bd996a8e1-ssl-df%22	https://davis-html.netlify.app/assets/fonts/fa-solid-900.svg	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/fonts/fa-solid-900.svg	(from https://davis-html.netlify.app/assets/css/fontawesome.css)
00:22:42	3956/3956	---MCZ	200	added ('OK')	application/font-woff	etag:%222c95a35291d11a8e4e3ac33cd2df7e27-ssl-df%22	https://davis-html.netlify.app/assets/fonts/lg.woff?n1z373	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/fonts/lgd641.woff	(from https://davis-html.netlify.app/assets/css/lightgallery.min.css)
00:22:43	3880/3880	---M--	200	added ('OK')	font/ttf	etag:%22a6a26b82b34325313a1420c2fd2bc001-ssl%22	https://davis-html.netlify.app/assets/fonts/lg.ttf?n1z373	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/fonts/lgd641.ttf	(from https://davis-html.netlify.app/assets/css/lightgallery.min.css)
00:22:44	8855/8855	---MCZ	200	added ('OK')	image/svg+xml	etag:%22e5bbc5765ef1a640f8fbd6c74b9a70da-ssl-df%22	https://davis-html.netlify.app/assets/fonts/lg.svg?n1z373	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/fonts/lgd641.svg	(from https://davis-html.netlify.app/assets/css/lightgallery.min.css)
00:22:44	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1605816232-ssl-df	https://davis-html.netlify.app/assets/img/vimeo-play.png	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/img/vimeo-play.3d.delayed	(from https://davis-html.netlify.app/assets/css/lightgallery.min.css)
00:22:45	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1605816232-ssl-df	https://davis-html.netlify.app/assets/img/video-play.png	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/img/video-play.3e.delayed	(from https://davis-html.netlify.app/assets/css/lightgallery.min.css)
00:22:45	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1605816232-ssl-df	https://davis-html.netlify.app/assets/img/youtube-play.png	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/img/youtube-play.3f.delayed	(from https://davis-html.netlify.app/assets/css/lightgallery.min.css)
00:22:46	4178/4178	---M--	200	added ('OK')	image/gif	etag:%22f0d0dddbdfa0ca418c87c082a4270d48-ssl%22	https://davis-html.netlify.app/assets/img/loading.gif	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/img/loading.gif	(from https://davis-html.netlify.app/assets/css/lightgallery.min.css)
00:22:47	2532/2532	---M--	200	added ('OK')	image/png	etag:%22774518149bd40e273d35092e6753f297-ssl%22	https://davis-html.netlify.app/assets/img/logo.png	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/img/logo.png	(from https://davis-html.netlify.app/blog-details)
00:22:47	3825/3825	---M-Z	200	added ('OK')	text/html	etag:%226fb9fa2b51a8c231ecada35d8a35f7e4-ssl-df%22	https://davis-html.netlify.app/	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/index.html	(from https://davis-html.netlify.app/blog-details)
00:22:48	59742/59742	---MCZ	200	added ('OK')	text/html	etag:%2227d1d36696d045e58dc605ebf4ffcd4d-ssl-df%22	https://davis-html.netlify.app/index1	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/index1.html	(from https://davis-html.netlify.app/blog-details)
00:22:49	295771/295771	---M--	200	added ('OK')	image/jpeg	etag:%22803a49da0bf05259ef7c9052bbc33acd-ssl%22	https://davis-html.netlify.app/assets/img/hero-bg17.jpg	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/img/hero-bg17.jpg	(from https://davis-html.netlify.app/blog-details)
00:22:50	147632/147632	---M--	200	added ('OK')	image/jpeg	etag:%2239ad265715656d8b876bdeb40f26dc1b-ssl%22	https://davis-html.netlify.app/assets/img/hero-bg3.jpg	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/img/hero-bg3.jpg	(from https://davis-html.netlify.app/blog-details)
00:22:50	245360/245360	---M--	200	added ('OK')	image/jpeg	etag:%2245efa9b5e51fb6926e3d910124a1743b-ssl%22	https://davis-html.netlify.app/assets/img/hero-bg4.jpg	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/img/hero-bg4.jpg	(from https://davis-html.netlify.app/blog-details)
00:22:51	234262/234262	---M--	200	added ('OK')	image/jpeg	etag:%22690f718a34900b30e8090d020258812c-ssl%22	https://davis-html.netlify.app/assets/img/hero-bg5.jpg	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/img/hero-bg5.jpg	(from https://davis-html.netlify.app/blog-details)
00:22:52	1492/1492	---M--	200	added ('OK')	image/jpeg	etag:%22f85c4f92f3b66ba64c954507e60d1541-ssl%22	https://davis-html.netlify.app/assets/img/comment1.jpg	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/img/comment1.jpg	(from https://davis-html.netlify.app/blog-details)
00:22:52	1690/1690	---M--	200	added ('OK')	image/jpeg	etag:%22793f32d72b66cd1f5d9931f0ff32273e-ssl%22	https://davis-html.netlify.app/assets/img/comment2.jpg	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/img/comment2.jpg	(from https://davis-html.netlify.app/blog-details)
00:22:54	14832/14832	---MCZ	200	added ('OK')	application/javascript	etag:%228e31b2589fa6396a1ed4210a6c4e7a74-ssl-df%22	https://davis-html.netlify.app/assets/js/ripples.min.js	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/js/ripples.min.js	(from https://davis-html.netlify.app/blog-details)
00:22:55	97436/97436	---M--	200	added ('OK')	image/jpeg	etag:%221fa9fc42dded2f1a51c51566ed8d38a5-ssl%22	https://davis-html.netlify.app/assets/img/demo/demo1.jpg	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/img/demo/demo1.jpg	(from https://davis-html.netlify.app/)
00:22:55	65268/65268	---M--	200	added ('OK')	image/jpeg	etag:%221e5e75a7393c1e966dac6346dbc81907-ssl%22	https://davis-html.netlify.app/assets/img/demo/demo2.jpg	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/img/demo/demo2.jpg	(from https://davis-html.netlify.app/)
00:22:56	77508/77508	---M--	200	added ('OK')	image/jpeg	etag:%22c8f6e0d9da14c43b321c53ec3f6d33de-ssl%22	https://davis-html.netlify.app/assets/img/demo/demo4.jpg	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/img/demo/demo4.jpg	(from https://davis-html.netlify.app/)
00:22:57	59074/59074	---MCZ	200	added ('OK')	text/html	etag:%228c6000145aa08e01417e74ff45d9ce5d-ssl-df%22	https://davis-html.netlify.app/index4	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/index4.html	(from https://davis-html.netlify.app/)
00:22:57	86747/86747	---M--	200	added ('OK')	image/jpeg	etag:%224bab8fde5e58c2fac3253db3d8ddc7e0-ssl%22	https://davis-html.netlify.app/assets/img/demo/demo3.jpg	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/img/demo/demo3.jpg	(from https://davis-html.netlify.app/)
00:22:58	59033/59033	---MCZ	200	added ('OK')	text/html	etag:%2206ea76a09976041e15ea244669ccc37d-ssl-df%22	https://davis-html.netlify.app/index3	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/index3.html	(from https://davis-html.netlify.app/)
00:22:59	50373/50373	---M--	200	added ('OK')	image/jpeg	etag:%222ed7cf151076143e92816c31b0ae2d1f-ssl%22	https://davis-html.netlify.app/assets/img/hero-bg-2.jpg	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/img/hero-bg-2.jpg	(from https://davis-html.netlify.app/index4)
00:23:00	71970/71970	---M--	200	added ('OK')	image/jpeg	etag:%221057ba2a14f9da63470561100f6d475a-ssl%22	https://davis-html.netlify.app/assets/img/hero-bg-1.jpg	C:/Project/https___davis-html.netlify.app_index2/davis-html.netlify.app/assets/img/hero-bg-1.jpg	(from https://davis-html.netlify.app/index3)
